held_out,recording,protocol,n_windows,exact,hand,hand_bal,elbow,elbow_bal,shoulder,shoulder_bal
multi_gary_20260811_17-11-49,multi_gary_20260811_17-11-49,2,3691,0.959089677594148,0.999729070712544,0.9991103202846975,0.9593606068816039,0.9355341093894175,1.0,1.0
multi_gary_20260811_17-23-12,multi_gary_20260811_17-23-12,2,3717,0.9749798224374495,1.0,1.0,0.9749798224374495,0.9591029023746702,1.0,1.0
multi_gary_20260821_22-03-40,multi_gary_20260821_22-03-40,2,3790,0.9506596306068602,0.9973614775725593,0.9989415749364945,0.9532981530343008,0.9443611386957961,1.0,1.0
multi_gary_20260821_22-17-38,multi_gary_20260821_22-17-38,2,3793,0.9799630899024518,0.9955180595834432,0.9982067510548523,0.9844450303190087,0.9888763197586727,1.0,1.0
multi_neil_20260810_21-17-16,multi_neil_20260810_21-17-16,2,3189,0.9018501097522734,1.0,1.0,0.9018501097522734,0.8723157082924881,0.9824396362496081,0.9650363181709931
multi_neil_20260810_21-35-03,multi_neil_20260810_21-35-03,2,2880,0.9295138888888889,0.9802083333333333,0.9773089171974523,0.9447916666666667,0.9224883308557834,0.9652777777777778,0.9455781446110131
multi_neil_20260810_21-54-56,multi_neil_20260810_21-54-56,2,3796,0.9778714436248683,0.9918335089567967,0.9909673659673659,0.9965753424657534,0.9975508666164281,0.9863013698630136,0.969661610268378
