time,bundle,scale_uv_latissimus_dorsi,scale_uv_biceps,scale_uv_triceps,scale_uv_deltoid_anterior,scale_uv_wrist_flexor,scale_uv_index,scale_uv_thumb,base_uv_latissimus_dorsi,base_uv_biceps,base_uv_triceps,base_uv_deltoid_anterior,base_uv_wrist_flexor,base_uv_index,base_uv_thumb
2026-09-13 00:23:39,final_v6_split,4.411,2.587,4.599,1.583,2.092,2.020,2.036,4.099,2.189,4.236,1.556,1.987,1.804,1.726
2026-09-13 00:27:20,final_v6_split,1.248,0.746,0.570,0.859,0.958,0.274,0.646,2.132,1.175,0.717,1.241,1.092,6.645,2.759
