t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
553174.976,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.027,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.078,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.129,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.179,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.230,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.280,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.331,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.381,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.432,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.483,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.534,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.584,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.635,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.685,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.736,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.786,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.837,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.887,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.938,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553175.988,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.040,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.091,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.142,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.192,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.243,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.293,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.344,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.394,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.445,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.496,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.546,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.597,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.648,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.698,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.749,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.800,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.850,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.901,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553176.952,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.002,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.053,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.104,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.154,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.205,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.256,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.306,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.357,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.408,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.458,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.509,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.559,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.610,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.660,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.711,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.761,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.812,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.862,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.913,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553177.963,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.014,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.065,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.115,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.166,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.217,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.267,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.318,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.369,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.420,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.471,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.521,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.572,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.622,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.673,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.723,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.774,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.824,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.875,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.926,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553178.976,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.027,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.078,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.130,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.180,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.231,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.282,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.332,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.383,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.433,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.483,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.534,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.585,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.635,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.685,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.736,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.786,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.837,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.888,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.939,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553179.989,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.040,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.091,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.142,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.192,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.243,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.293,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.344,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.395,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.445,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.496,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.547,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.597,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.648,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.699,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.749,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.800,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.850,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.901,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553180.951,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.002,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.052,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.103,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.153,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.204,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.255,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.305,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.356,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.406,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.457,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.507,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.558,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.608,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.659,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.710,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.761,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.812,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.862,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.913,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553181.963,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.014,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.064,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.115,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.166,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.216,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.267,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.318,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.368,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.418,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.469,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.520,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.571,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.621,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.672,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.723,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.773,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.824,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.874,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.925,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553182.975,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.026,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.077,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.128,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.179,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.229,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.280,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.330,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.381,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.431,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.482,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.533,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.584,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.634,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.685,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.735,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.786,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.837,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.887,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.938,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
553183.988,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
