t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
557309.848,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557309.859,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557309.871,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557309.883,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557309.894,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557309.904,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557309.916,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557309.927,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557309.938,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557309.949,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557309.961,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557309.973,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557309.984,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557309.995,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557310.006,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.017,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.027,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.038,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.049,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.060,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.071,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.082,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.094,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.105,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.116,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.127,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.138,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.149,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557310.161,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557310.171,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557310.182,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557310.194,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557310.205,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.216,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.227,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.238,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.249,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.261,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.273,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.291,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.310,0,0,0,1.000,1.000,0.990,-90.00,180.00,0.00,OPEN,0
557310.356,0,0,0,1.000,1.000,0.987,-90.00,180.00,0.00,OPEN,0
557310.371,0,0,0,1.000,1.000,0.987,-90.00,180.00,0.00,OPEN,0
557310.384,0,0,0,1.000,1.000,0.987,-90.00,180.00,0.00,OPEN,0
557310.394,0,0,0,1.000,1.000,0.987,-90.00,180.00,0.00,OPEN,0
557310.405,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.416,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.427,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.437,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557310.448,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.459,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.470,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.481,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.491,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557310.502,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.513,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.524,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.535,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.546,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557310.556,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
557310.567,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
557310.578,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
557310.589,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
557310.599,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.610,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.621,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.632,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.643,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557310.654,0,0,0,1.000,1.000,0.985,-90.00,180.00,0.00,OPEN,0
557310.665,0,0,0,1.000,1.000,0.985,-90.00,180.00,0.00,OPEN,0
557310.676,0,0,0,1.000,1.000,0.985,-90.00,180.00,0.00,OPEN,0
557310.687,0,0,0,1.000,1.000,0.985,-90.00,180.00,0.00,OPEN,0
557310.698,0,0,0,1.000,1.000,0.974,-90.00,180.00,0.00,OPEN,0
557310.710,0,0,0,1.000,1.000,0.974,-90.00,180.00,0.00,OPEN,0
557310.721,0,0,0,1.000,1.000,0.974,-90.00,180.00,0.00,OPEN,0
557310.731,0,0,0,1.000,1.000,0.974,-90.00,180.00,0.00,OPEN,0
