t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
557072.692,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557072.702,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557072.713,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557072.724,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557072.734,0,0,0,1.000,1.000,0.939,-90.00,180.00,0.00,OPEN,0
557072.745,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557072.756,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557072.766,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557072.777,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557072.787,0,0,0,1.000,1.000,0.955,-90.00,180.00,0.00,OPEN,0
557072.798,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557072.808,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557072.819,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557072.829,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557072.840,0,0,0,1.000,1.000,0.977,-90.00,180.00,0.00,OPEN,0
557072.850,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557072.861,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557072.871,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557072.882,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
557072.892,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557072.903,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557072.913,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557072.924,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557072.934,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
557072.944,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557072.955,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557072.965,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557072.976,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557072.986,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
557072.997,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557073.007,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557073.018,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557073.028,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557073.039,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
557073.049,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557073.060,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557073.070,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
557073.081,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
