t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
657808.703,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.716,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.737,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.758,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.769,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.780,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.791,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.801,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.812,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.823,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.834,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.844,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.855,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.866,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.877,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.888,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.899,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.909,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.920,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.931,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.941,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.953,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.963,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.974,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.984,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657808.995,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.006,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.017,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.028,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.039,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.050,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.060,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.071,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.082,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.093,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.103,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.113,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.124,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.134,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.145,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.156,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.167,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.178,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.189,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.199,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.210,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.220,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.231,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.242,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.253,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
657809.263,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
