t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
121416.656,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.734,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.765,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.781,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.796,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.828,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.843,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.859,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.890,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.906,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121416.921,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.015,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.046,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.046,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.062,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.078,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.093,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.109,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.125,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.125,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.140,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.156,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.171,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.187,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.203,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.218,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.218,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.234,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.250,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.250,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.265,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.281,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.296,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.296,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.312,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.390,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.421,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.421,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.437,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.453,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.453,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.468,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.468,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.484,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.500,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.515,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.515,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.531,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.546,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.546,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.562,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.562,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.578,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.593,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.609,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.609,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.625,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.640,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.640,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.656,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.671,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.671,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.687,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.703,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.718,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.718,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.734,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.734,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.750,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.765,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.765,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.781,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.781,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.796,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.812,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.812,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.828,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.843,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
121417.859,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
