t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
660375.973,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660375.984,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660375.994,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.005,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.016,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.026,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.037,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.047,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.058,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.068,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.079,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.089,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.100,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.111,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.122,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.132,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.143,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.153,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.163,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.174,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.184,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.195,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.205,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.216,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.226,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.237,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.248,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.258,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.269,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.280,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.290,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.301,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.311,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.321,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.332,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.342,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.353,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.363,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.373,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.384,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.394,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.405,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.415,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.426,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.437,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.447,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.458,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.468,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.478,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.489,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.500,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.510,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.521,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.532,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.542,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.552,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.563,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.573,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.583,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.594,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.604,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.615,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.626,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.636,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.646,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
660376.657,0,0,0,0.950,0.950,0.950,-90.00,180.00,0.00,OPEN,0
