t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
671288.320,0,0,0,0.805,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.337,0,0,0,0.711,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.341,0,0,0,0.996,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.347,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.353,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.357,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.362,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.368,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.373,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.378,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.382,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.388,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.392,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.397,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.401,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.406,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.410,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.415,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.421,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.427,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.433,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.438,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.443,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.448,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.454,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.458,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.463,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.468,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.472,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.477,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.482,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.486,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.491,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.495,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.500,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.505,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.509,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.514,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.518,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.523,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.527,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.533,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.538,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.544,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.549,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.555,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.560,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.564,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.570,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.574,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.578,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.583,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.587,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.591,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.594,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.598,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.602,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.607,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.614,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.621,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.626,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.633,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.638,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.643,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.648,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.653,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.658,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.663,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.668,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.672,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.676,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.680,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.685,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.689,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.696,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.701,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.706,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.711,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.716,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.721,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.725,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.730,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.734,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.739,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.744,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.749,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.755,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.759,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.764,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.768,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.773,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.778,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.783,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.790,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.796,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.803,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.809,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.814,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.819,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.825,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.829,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.835,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.840,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.844,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.850,0,0,0,1.000,0.999,1.000,-90.00,180.00,0.00,OPEN,0
671288.855,0,0,0,1.000,0.997,1.000,-90.00,180.00,0.00,OPEN,0
671288.860,0,0,0,1.000,0.994,1.000,-90.00,180.00,0.00,OPEN,0
671288.865,0,0,0,1.000,0.998,1.000,-90.00,180.00,0.00,OPEN,0
671288.871,0,0,0,1.000,0.999,1.000,-90.00,180.00,0.00,OPEN,0
671288.876,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.881,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.886,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.890,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.894,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.899,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.904,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.908,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
671288.912,0,0,0,1.000,1.000,1.000,-90.00,180.00,0.00,OPEN,0
