t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
654812.408,0,0,0,0.981,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.424,0,0,0,0.997,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.428,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.431,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.435,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.438,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.442,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.446,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.450,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.455,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.460,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
654812.464,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.468,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.472,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.476,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
654812.480,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
654812.483,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
654812.486,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
654812.490,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
654812.495,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
654812.499,0,0,0,1.000,1.000,0.992,-90.00,180.00,0.00,OPEN,0
654812.503,0,0,0,1.000,1.000,0.988,-90.00,180.00,0.00,OPEN,0
654812.508,0,0,0,1.000,1.000,0.972,-90.00,180.00,0.00,OPEN,0
654812.514,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
654812.519,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
654812.524,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
654812.528,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
654812.532,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
654812.536,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
654812.540,0,0,0,1.000,1.000,0.985,-90.00,180.00,0.00,OPEN,0
654812.543,0,0,0,1.000,1.000,0.889,-90.00,180.00,0.00,OPEN,0
654812.547,0,0,0,1.000,1.000,0.814,-90.00,180.00,0.00,OPEN,0
654812.551,0,0,0,1.000,1.000,0.943,-90.00,180.00,0.00,OPEN,0
654812.555,0,0,0,1.000,1.000,0.984,-90.00,180.00,0.00,OPEN,0
654812.560,0,0,0,1.000,1.000,0.991,-90.00,180.00,0.00,OPEN,0
654812.564,0,0,0,1.000,1.000,0.992,-90.00,180.00,0.00,OPEN,0
654812.568,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
654812.571,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
654812.575,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.579,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
654812.582,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
654812.586,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
654812.590,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
654812.594,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
654812.599,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
654812.603,0,0,0,1.000,1.000,0.981,-90.00,180.00,0.00,OPEN,0
654812.606,0,0,0,1.000,1.000,0.978,-90.00,180.00,0.00,OPEN,0
654812.610,0,0,0,1.000,1.000,0.983,-90.00,180.00,0.00,OPEN,0
654812.614,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
654812.618,0,0,0,1.000,1.000,0.992,-90.00,180.00,0.00,OPEN,0
654812.621,0,0,0,1.000,1.000,0.992,-90.00,180.00,0.00,OPEN,0
654812.624,0,0,0,1.000,1.000,0.989,-90.00,180.00,0.00,OPEN,0
654812.628,0,0,0,1.000,1.000,0.988,-90.00,180.00,0.00,OPEN,0
654812.632,0,0,0,1.000,1.000,0.957,-90.00,180.00,0.00,OPEN,0
654812.636,0,0,0,1.000,1.000,0.920,-90.00,180.00,0.00,OPEN,0
654812.639,0,0,0,1.000,1.000,0.942,-90.00,180.00,0.00,OPEN,0
654812.643,0,0,0,1.000,1.000,0.936,-90.00,180.00,0.00,OPEN,0
654812.647,0,0,0,1.000,1.000,0.935,-90.00,180.00,0.00,OPEN,0
