t,hand,elbow,shoulder,p_hand,p_elbow,p_shoulder,J2,J3,J6,grip_state,cmd_sent
671171.976,0,0,0,0.981,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671171.997,0,0,0,0.997,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.004,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
671172.014,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.020,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.029,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.033,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.038,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.042,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.046,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.049,0,0,0,1.000,1.000,0.999,-90.00,180.00,0.00,OPEN,0
671172.054,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
671172.058,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
671172.062,0,0,0,1.000,1.000,0.998,-90.00,180.00,0.00,OPEN,0
671172.066,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
671172.070,0,0,0,1.000,1.000,0.995,-90.00,180.00,0.00,OPEN,0
671172.074,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
671172.078,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
671172.082,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
671172.087,0,0,0,1.000,1.000,0.997,-90.00,180.00,0.00,OPEN,0
671172.095,0,0,0,1.000,1.000,0.992,-90.00,180.00,0.00,OPEN,0
671172.102,0,0,0,1.000,1.000,0.988,-90.00,180.00,0.00,OPEN,0
671172.107,0,0,0,1.000,1.000,0.972,-90.00,180.00,0.00,OPEN,0
671172.115,0,0,0,1.000,1.000,0.994,-90.00,180.00,0.00,OPEN,0
671172.120,0,0,0,1.000,1.000,0.996,-90.00,180.00,0.00,OPEN,0
671172.128,0,0,0,1.000,1.000,0.993,-90.00,180.00,0.00,OPEN,0
